"project","---","acc_average","acc_kurtosis","acc_maximum","acc_median","acc_mininum","acc_mode","acc_skewness","acc_standard_deviation","acc_sum","acc_variance","accm_average","accm_kurtosis","accm_maximum","accm_median","accm_mininum","accm_mode","accm_skewness","accm_standard_deviation","accm_sum","accm_variance","amloc_average","amloc_kurtosis","amloc_maximum","amloc_median","amloc_mininum","amloc_mode","amloc_skewness","amloc_standard_deviation","amloc_sum","amloc_variance","anpm_average","anpm_kurtosis","anpm_maximum","anpm_median","anpm_mininum","anpm_mode","anpm_skewness","anpm_standard_deviation","anpm_sum","anpm_variance","cbo_average","cbo_kurtosis","cbo_maximum","cbo_median","cbo_mininum","cbo_mode","cbo_skewness","cbo_standard_deviation","cbo_sum","cbo_variance","dit_average","dit_kurtosis","dit_maximum","dit_median","dit_mininum","dit_mode","dit_skewness","dit_standard_deviation","dit_sum","dit_variance","lcom4_average","lcom4_kurtosis","lcom4_maximum","lcom4_median","lcom4_mininum","lcom4_mode","lcom4_skewness","lcom4_standard_deviation","lcom4_sum","lcom4_variance","loc_average","loc_kurtosis","loc_maximum","loc_median","loc_mininum","loc_mode","loc_skewness","loc_standard_deviation","loc_sum","loc_variance","mmloc_average","mmloc_kurtosis","mmloc_maximum","mmloc_median","mmloc_mininum","mmloc_mode","mmloc_skewness","mmloc_standard_deviation","mmloc_sum","mmloc_variance","noa_average","noa_kurtosis","noa_maximum","noa_median","noa_mininum","noa_mode","noa_skewness","noa_standard_deviation","noa_sum","noa_variance","noc_average","noc_kurtosis","noc_maximum","noc_median","noc_mininum","noc_mode","noc_skewness","noc_standard_deviation","noc_sum","noc_variance","nom_average","nom_kurtosis","nom_maximum","nom_median","nom_mininum","nom_mode","nom_skewness","nom_standard_deviation","nom_sum","nom_variance","npa_average","npa_kurtosis","npa_maximum","npa_median","npa_mininum","npa_mode","npa_skewness","npa_standard_deviation","npa_sum","npa_variance","npm_average","npm_kurtosis","npm_maximum","npm_median","npm_mininum","npm_mode","npm_skewness","npm_standard_deviation","npm_sum","npm_variance","rfc_average","rfc_kurtosis","rfc_maximum","rfc_median","rfc_mininum","rfc_mode","rfc_skewness","rfc_standard_deviation","rfc_sum","rfc_variance","total_abstract_classes","total_cof","total_eloc","total_loc","total_methods_per_abstract_class","total_modules","total_modules_with_defined_attributes","total_modules_with_defined_methods","total_nom"
"hellcarrier",,"3,31578947368421","12,9229336821695",24,2,0,2,"3,1889856704428","4,24331119533163",126,"18,0056899004267","2,17667797172441","5,81668802210129","13,8888888888889","1,27272727272727",0,0,"2,20080278859362","2,8625849510449","82,7137629255276","8,19439260194875","9,16541323027391","3,94492984016832","53,5555555555556","6,35185185185185",0,0,"1,82085581519417","11,610208763666","348,285702750409","134,796947535907","0,752411990028089","1,71935620694919","3,5","0,725",0,0,"1,12820331732005","0,796985535170955","28,5916556210674","0,635185943271734","2,92105263157895","4,61659623505054",21,0,0,0,"2,11389669182377","4,7098607252454",111,"22,1827880512091","0,394736842105263","0,607029726516049",2,0,0,0,"1,48453817941268","0,718085806971243",15,"0,515647226173542","3,21052631578947","-0,503588584947221",11,2,0,0,"0,883887631603376","3,63286719270459",122,"13,1977240398293","179,947368421053","22,8171151666728",2892,"50,5",0,0,"4,71824091452232","492,594671782555",6838,"242649,510668563","35,9736842105263","5,46841753853126",262,21,0,0,"2,4819386637644","61,1115448207953",1367,"3734,62091038407","9,73684210526316","4,7383557733155",57,5,0,0,"2,17089250854968","12,4979656950616",370,"156,199146514936","0,263157894736842","16,1222024301167",5,0,0,0,"4,06040048913778","0,949657421199188",10,"0,901849217638692","8,18421052631579","6,09933879301204",54,"4,5",0,0,"2,27491240651792","11,1932780580226",311,"125,289473684211","9,71052631578947","4,78712396675521",57,5,0,0,"2,18242033607319","12,4854680820952",369,"155,886913229019","8,15789473684211","6,15463029914283",54,"4,5",0,0,"2,28735561638091","11,1828205980942",310,"125,055476529161","71,4210526315789","15,1005278999237",773,"23,5",0,0,"3,66343672967567","139,776004509715",2714,"19537,3314366999",3,"0,0896159317211949",7330,6838,"13,6666666666667",38,32,24,311
"hermesjms",,"2,36896551724138","30,4651537741692",64,0,0,0,"4,96300208162883","6,38881813803472",1374,"40,8169972008814","2,17879378133939","47,9054741118232","31,8461538461538","1,5",0,1,"5,63881969507198","2,45497843369885","1263,70039317685","6,02691910992644","13,6908264529546","18,2360702751881","159,615384615385",9,0,1,"3,33424749779792","15,8688811544013","7940,67934271369","251,821389092513","1,01870310894104","10,9622826720709",7,"0,8",0,1,"2,3960636844087","0,83406945093362","590,847803185802","0,695671848980711","1,41551724137931","13,6326471457787",19,1,0,0,"2,96768187871652","2,18523082446201",821,"4,77523375617891","1,17068965517242","0,0380195027943762",4,1,0,1,"0,617694498047908","0,951411753625095",679,"0,905184324935978","3,85","28,4210448718706",48,2,0,1,"4,37698924869231","4,79672275859236",2233,"23,0085492227979","106,23275862069","52,8452066262164",2277,48,0,1,"5,88696319283768","188,382614997077",61615,"35488,0096331368","36,948275862069","22,3475550154785",479,21,0,1,"3,57158775235697","48,4883485510565",21430,"2351,11994520874","3,27586206896552","27,7691606136123",59,2,0,0,"4,13425993863163","5,36538223652163",1900,"28,7873265439819","0,672413793103449","36,3260206307888",23,0,0,0,"5,72481898421744","2,44446384509259",390,"5,97540348996486","7,80689655172414","13,6014632203724",80,5,0,2,"3,08497871942816","8,92013813079859",4528,"79,5688642725269","0,26896551724138","104,115168667781",18,0,0,0,"9,1676143746212","1,24955355019382",156,"1,56138407480198","6,73448275862069","16,4465520883413",76,5,0,2,"3,38793016022386","8,0459722215118",3906,"64,7376689893396","22,3775862068966","24,9723459158792",355,12,0,1,"4,05662454111211","32,9373799708612",12979,"1084,87099934489",10,"0,00409147757727355",63509,61615,"21,5",580,377,563,4528
"heroines",,"3,34712136929461","1223,31138466977",1509,0,0,0,"30,0611225321967","29,4417689878295",25813,"866,817761132716","1,79987822786856","95,3134610547918",80,1,0,0,"6,77060015550832","3,49637357839814","13880,6608933224","12,2246281997206","16,4034133707965","286,692910186859",1551,1,0,0,"14,0095820503785","55,3314937416599","126503,123915583","3061,57419968335","1,20628383153019","4,93880188383312","13,25","0,75",0,0,"1,74674023373948","1,49475460990375","9302,86090876078","2,23429134382851","2,78565871369294","337,951090616436",283,0,0,0,"12,6128590728454","7,70952261332676",21483,"59,4367389253967","0,566519709543568","2,5851405628493",5,0,0,0,"1,97382936960323","1,15113152955715",4369,"1,32510379834058","3,25959543568465","185,738015135437",242,1,0,0,"10,9354649462052","8,88021914381881",25138,"78,858292042246","126,418179460581","158,163925738705",12223,3,0,0,"9,76740769193466","431,935388445273",974937,"186568,179791369","41,4547458506224","103,343780153048",2663,1,0,0,"8,07953276875791","119,750052127783",319699,"14340,0749846067","5,38265041493776","2528,49056161708",1576,2,0,0,"45,1166764105666","25,4118604313106",41511,"645,762650580407","0,244164937759337","795,036183013845",175,0,0,0,"25,8722007731811","4,1139147813795",1883,"16,9242948284528","5,21823132780082","95,2644483553248",242,2,0,0,"8,14102585701987","13,2956062075722",40243,"176,773144426833","5,12798236514524","2576,84646379888",1576,2,0,0,"45,7345005630164","25,2960186468824",39547,"639,888559383424","5,1147562240664","89,868425682438",218,2,0,0,"7,96889916320863","12,9370423717199",39445,"167,367065327675","23,228086099585","122,604246227807",1653,2,0,0,"9,3692973889133","78,9838048013567",179135,"6238,44142089881",14,"0,000434070985513502",1205370,974937,"18,5",7712,5998,4726,40243
"hexplorer",,"1,85294117647059","23,9814661766202",45,0,0,0,"4,60941661608225","5,76015877976614",315,"33,1794291681169","1,62705359701482","39,1200118951506","30,7931034482759",1,0,1,"5,67846874994138","3,30480332437349","276,599111492519","10,92172501279","6,58388137744211","26,7698225656447","144,551724137931",1,0,1,"4,80641977270383","18,139752221337","1119,25983416516","329,050610651502","0,84098242656218","3,2776668629672",4,"0,727272727272727",0,0,"1,61040907388992","0,780416571686001","142,967012515571","0,609050025362131","0,817647058823529","35,6599623004969",21,0,0,0,"5,02547074770949","2,28624269785865",139,"5,22690567351201","1,03529411764706","-1,69493109994748",3,1,0,0,"0,0759733230454996","0,990452156902655",176,"0,980995475113122","6,32352941176471","54,2436689022408",85,6,0,0,"5,8701350736345","7,96635153004895",1075,"63,4627567003133","65,3176470588235","129,353360027073",4192,9,0,0,"10,9705622453402","338,225711960397",11104,"114396,632231117","27,1647058823529","137,32957191288",2040,1,0,1,"11,3956406776928","162,505373388361",4618,"26407,9963800905","4,54705882352941","60,3641165175892",98,3,0,0,"7,15597592130244","9,51800645721551",773,"90,5924469195962","0,552941176470588","49,3310634612524",26,0,0,0,"6,90981200413732","2,99508821714353",94,"8,97055342847198","7,58823529411765","44,7739612497104",85,7,0,0,"5,21894264068209","8,23083266351842",1290,"67,7466063348417","2,48823529411765","61,3669873835601",98,0,0,0,"7,32265703532918","9,71440596526203",423,"94,3696832579185","5,35882352941176","63,6962580782121",85,4,0,0,"6,8181786826127","7,78297024449291",911,"60,574625826662","16,6352941176471","95,4424737447841",460,8,0,0,"8,8853716090928","39,1519108056742",2828,"1532,87211973547",8,"0,0109641489731987",12311,11104,"10,75",170,141,137,1290
"hibernate",,"1,04","25,5882324985283",23,0,0,0,"4,70212177376977","3,06488962070362",130,"9,39354838709677","1,02818433989098","6,73841428699596","4,75",1,0,1,"1,61994019674873","0,692316969867439","128,523042486372","0,479302786766432","4,35092960759048","4,04509289223463","21,5",3,0,3,"1,95379894719539","4,27286564532997","543,86620094881","18,2573808230411","0,504832149645422","2,20477292441585","2,5","0,5",0,0,"1,59821409300816","0,586996465686593","63,1040187056778","0,344564850728552","0,36","6,690390000683",4,0,0,0,"2,68388429752066","0,883541261792749",45,"0,780645161290323","0,64","1,04572393001623",3,0,0,0,"1,2137057146939","0,797172422357762",80,"0,635483870967742","2,56","3,96679015322563",13,2,0,2,"1,85957170289688","2,45080631892919",320,"6,00645161290322","32,152","20,2510503018288",494,11,0,0,"4,30857506853893","72,3541977737565",4019,"5235,12993548387","8,888","9,05928839389151",80,3,0,3,"3,0025694767532","15,2014515435947",1111,"231,084129032258","1,872","5,48228229157526",12,1,0,0,"2,08583013053407","2,28591761768413",234,"5,22541935483871","0,456","94,1568699201054",21,0,0,0,"9,3185034922962","1,96544339575972",57,"3,86296774193548","4,608","9,93152316605773",35,3,0,2,"2,8071406766622","5,44310158261902",576,"29,6273548387097","0,112","53,6947037592218",6,0,0,0,"7,14359622793029","0,674608608152571",14,"0,455096774193548","3,52","8,81101891982437",26,2,0,2,"2,42177484133474","3,8867018940103",440,"15,1064516129032","10,464","27,7271736970045",153,5,0,0,"4,75543608592262","19,2787464456621",1308,"371,670064516129",3,"0,00838709677419357",4967,4019,"8,66666666666667",125,85,105,576
"hibernator",,"0,758620689655172","6,14288762553783",6,0,0,0,"2,51814957005328","1,37983364457441",22,"1,90394088669951","1,713013136289","5,53457175727688","5,14285714285714","1,5",0,1,"1,93864314146179","0,91563982657721","49,6773809523809","0,838396292014343","11,5004926108374","0,603531739598504","35,8571428571429","7,625",0,3,"1,1990165734181","9,05965107201662","333,514285714286","82,0772775466919","0,73925673717763","0,452899088437972",2,"0,571428571428571",0,"0,5","0,97841641029131","0,526870603490526","21,4384453781513","0,277592632822471","0,655172413793104","1,18354166666667",3,1,0,0,"1,1445119274535","0,76885174443849",19,"0,591133004926108","0,482758620689655","-1,99523809523809",1,0,0,0,"0,0690065559342352","0,508547627715608",14,"0,258620689655172","2,62068965517241","9,93475402200704",15,2,0,2,"3,06153023426414","2,89597988725563",76,"8,38669950738916",72,"0,199062092181624",251,47,0,47,"1,08839877814301","68,425663523063",2088,"4682,07142857143","30,9655172413793","0,990429976187708",123,15,0,3,"1,32876497331923","32,0540645501813",898,"1027,46305418719","3,96551724137931","0,612411428872802",13,3,0,3,"1,03164876460746","3,42764765880427",115,"11,7487684729064","0,103448275862069","14,9158737024222",2,0,0,0,"3,98355904753813","0,409252592818988",3,"0,167487684729064","6,55172413793103","3,04697727094201",26,6,0,2,"1,64954702116623","5,67945046949685",190,"32,256157635468","0,344827586206897","12,0735570627112",5,0,0,0,"3,48249699021695","1,04457312090926",10,"1,09113300492611",5,"6,83604268630171",26,5,0,2,"2,46824448912724","5,3519021985512",145,"28,6428571428571","19,1034482758621","-0,869491672070609",55,16,0,4,"0,663043537513676","16,5321004360482",554,"273,310344827586",1,"0,0270935960591133",2315,2088,5,29,24,28,190
"hipergate",,"2,125","218,933971788163",189,0,0,0,"13,2084060657263","10,0138155816938",1275,"100,276502504174","3,83275656794428","94,5358089233024","97,3333333333333",2,0,1,"8,43390985004589","6,77754502837069","2299,65394076657","45,9351166115922","21,0068462837784","60,9421554680887",489,"9,70833333333333",0,3,"6,86951345286365","40,6370347644259","12604,1077702671","1651,36859444516","1,4213806563572","11,5923281603959","10,6","1,25",0,2,"2,07571321408693","1,04173706248759","852,828393814321","1,08521610736028","1,56833333333333","9,99358281636956",19,1,0,0,"2,46365275182188","2,14934797479378",941,"4,61969671675013","0,915","-0,702514900731108",3,1,0,1,"0,455751381030481","0,832022898426385",549,"0,692262103505843","4,075","37,0165566628427",77,2,0,1,"5,26041608567574","6,68659549138741",2445,"44,7105592654424","189,688333333333","69,5019959105597",5724,63,0,3,"6,91289757395109","417,406022368794",113813,"174227,787509739","69,5066666666668","220,322684235593",3900,28,0,4,"13,726054750165","215,629319190085",41704,"46496,0032943795","7,79999999999998","360,147926333486",823,2,0,0,"17,602703544286","37,9472879281489",4680,"1439,99666110184","0,448333333333333","323,72475029082",69,0,0,0,"16,3634464571698","3,27187599241451",269,"10,7051725097385","9,96999999999999","15,6251679975184",118,6,0,1,"3,38701882047519","13,6937320392191",5982,"187,518297161936","3,71166666666667","415,209492775296",823,0,0,0,"19,4526790829998","36,8052928239311",2227,"1354,62957985531","8,09666666666666","17,8051083358625",116,3,0,1,"3,61010848175848","12,8286767491473",4858,"164,574947134112","35,905","21,1160268501905",514,16,0,1,"4,10987571771941","60,9012389845211",21543,"3708,96090984975",16,"0,0035475792988314",99195,113813,"14,0625",600,431,592,5982
"hpinkjet",,"1,46099290780142","26,1017817795614",28,0,0,0,"4,80933454412802","3,74455362683392",206,"14,0216818642351","1,05524466325675","19,3394665586211","11,6666666666667",1,0,0,"3,95758276062177","1,71506314873996","148,789497519202","2,94144160416584","5,17982418706958","13,4659455305441",79,1,0,0,"3,53061190505812","12,2873451572745","730,355210376812","150,978851013997","0,754353988275144","4,01018144758689","5,66666666666667",0,0,0,"1,82750181270823","1,0385989254485","106,363912346795","1,07868772794277","0,943262411347518","16,1687590651927",16,0,0,0,"3,79887616655724","2,44590926605859",133,"5,98247213779129","0,517730496453901","0,247725036427313",3,0,0,0,"1,13236674004374","0,723116636308542",73,"0,52289766970618","2,85106382978724","15,0416788603042",36,1,0,0,"3,30630848064234","4,92796128552274",402,"24,2848024316109","41,7446808510638","9,33912333992027",561,1,0,0,"3,18400954640668","111,451168311208",5886,"12421,3629179331","16,3475177304964","15,9123587917656",288,1,0,0,"3,89940445510355","46,3423573319274",2305,"2147,61408308004","2,88652482269504","6,01768855207721",25,1,0,0,"2,47967819396125","5,16594922626113",407,"26,687031408308","0,390070921985816","38,5160659561154",14,0,0,0,"5,88744597156031","1,65948808649531",55,"2,75390070921986","3,93617021276596","8,7114394831145",38,1,0,0,"2,7940426717691","6,93254515822441",555,"48,0601823708207","1,95744680851064","12,4375839767073",24,0,0,0,"3,0962610924143","3,53729586069345",276,"12,512462006079","3,31914893617021","11,8995320481462",36,1,0,0,"3,22891412225908","6,09017845027804",468,"37,090273556231","11,6099290780142","17,6574086759941",199,1,0,0,"4,03477725986263","30,1725450059784",1637,"910,382472137791",8,"0,010435663627153",16449,5886,"15,625",141,71,84,555
"hsqldb",,"4,30393700787402","22,5347828654602",99,0,0,0,"4,3203386490532","10,8210523402287",2733,"117,095173749969","2,73489069557271","84,0276749089477","52,4545454545455","1,94117647058824",0,1,"7,13878652854967","3,35492993386389","1736,65559168867","11,255554861136","18,3314110815588","28,9518588148187","253,125","11,2",0,3,"4,19792574210559","23,4817836848378","11640,4460367898","551,394165021516","0,99537545986579","5,22281293453513",5,"0,9",0,1,"1,7200103544416","0,746841657591153","632,063417014777","0,5577724615135","3,56062992125984","11,0617102834127",43,1,0,0,"3,10126772329909","6,53894131689457",2261,"42,757753545791","0,878740157480314","0,975509762131551",5,1,0,0,"1,06635667314108","0,947904040290653",558,"0,898522069599344","5,96692913385827","53,3191165379252",130,3,0,1,"5,5343980762553","9,38438745665429",3789,"88,0667279366104","291,713385826771","34,1871657209084",5840,110,0,0,"4,97656294049816","567,877571885164",185238,"322484,93665019","75,2755905511812","54,7108233914849",1988,33,0,3,"6,19475065256969","150,890557052638",47800,"22767,9602076554","10,9102362204724","479,949300191224",1568,3,0,0,"20,9540871362792","66,3284519538007",6928,"4399,46353858765","0,494488188976379","70,7363634521844",25,0,0,0,"7,49698333153996","1,88331990438215",314,"3,54689386224199","15,2976377952756","24,6321376695825",209,9,0,3,"4,09448538615161","21,0070119905428",9714,"441,294552770809","4,04251968503937","306,683444459737",744,0,0,0,"16,6481628043664","36,3027893004289",2567,"1317,89251099133","10,4141732283465","40,8317539617952",191,5,0,0,"5,19230229492777","16,703013217314",6613,"278,990650537768","66,5307086614173","46,9441240311782",1687,25,0,0,"5,54329967477878","130,069431538661",42247,"16918,0570207904",13,"0,00678854417645745",148199,185238,"30,3846153846154",635,487,604,9714
"html2pop3",,"2,15384615384615","19,8073220183993",36,0,0,0,"4,18878175864916","5,17067092412631",280,"26,7358378056052","2,73219267267726","12,4750878794417","18,5",2,0,1,"2,96439760686022","2,67536614320988","355,185047448044","7,15758400023373","14,6095609485388","3,50926990692733","83,6666666666667","8,46153846153846",0,1,"1,72308047175354","15,8247612474652","1899,24292331004","250,423068539277","1,12591375300495","1,09066858523913",4,"1,07417582417582",0,0,"0,696618017767452","0,760013807982864","146,368787890643","0,577620988324613","1,32307692307692","1,26287335496641",7,1,0,0,"1,33613670465027","1,61972044968329",172,"2,62349433512224","0,730769230769231","-1,12175932753655",3,0,0,0,"0,618674539819761","0,851705644264655",95,"0,725402504472272","2,47692307692308","19,0474490992934",25,1,0,1,"4,13253547403446","3,66042185185968",322,"13,3986881335719","121,723076923077","23,3578501974809",1740,"33,5",0,0,"4,39229933545869","234,351356680639",15824,"54920,5583780561","57,1923076923077","35,3410134352754",1019,"22,5",0,1,"5,35024008124272","119,272347858276",7435,"14225,8929636255","5,04615384615385","43,879762596533",97,2,0,0,"5,84103529457347","10,5631079071606",656,"111,579248658318","0,576923076923077","28,0215023771924",13,0,0,0,"5,11065054097827","1,93645318153306",75,"3,74985092426953","6,96153846153846","11,0198384062624",62,4,0,2,"3,00047465657966","9,50430652788664",905,"90,3318425760285","0,653846153846154","85,1970129999822",34,0,0,0,"8,75739456519502","3,2414742996147",85,"10,5071556350626","4,73076923076923","12,0815005892199",47,2,0,0,"3,21394612191091","7,74675572158427",615,"60,0122242098986","27,2307692307692","33,4431569963377",413,12,0,0,"5,17305311443371","49,3092658338989",3540,"2431,40369707811",7,"0,0166964818127609",13918,15824,"6,42857142857143",130,97,119,905
"htmlparser",,"4,08130081300813","40,5366115314403",144,0,0,0,"6,04339199913472","16,2900212329624",1004,"265,364791770367","1,79204354256163","15,8208424749509",11,"1,33333333333333",1,1,"3,56537045959001","1,3891427958592","440,842711470162","1,9297177072875","13,1418917043165","32,4324264528895","124,666666666667","10,6825396825397",1,1,"4,26158753945102","12,0212024284049","3232,90535926186","144,509307824688","0,587367581495219","22,0089992770409",6,"0,472136222910217",0,0,"3,41734473737172","0,636402354828015","144,492425047824","0,405007957230643","2,34959349593496","1,42707500526854",13,2,0,0,"1,22888670256299","2,46438712780939",578,"6,07320391571263","1,89024390243902","-0,427688283331587",5,2,0,2,"0,289281205910796","1,17462383968596",465,"1,37974116475859","5,60162601626016","31,5929877823779",69,3,1,3,"5,00164981269078","8,01757237154955",1378,"64,2814667330347","154,353658536585","16,2277203465143",1893,75,1,15,"3,37543416481987","227,756065639403",37971,"51872,8254355401","40,5894308943089","45,1493597549441",554,"35,5",1,4,"5,20463054262387","49,9530200725509",9985,"2495,30421436867","2,48780487804878","18,4386539769918",30,1,0,0,"3,66723153847773","3,95560228631321",612,"15,6467894474863","0,792682926829268","143,347630664076",72,0,0,0,"11,3043073635388","5,21944043809385",195,"27,2425584868094","10,6747967479675","8,94866482319245",83,6,1,3,"2,52074502228644","11,3608679856379",2626,"129,069321387091","0,24390243902439","20,7310992787101",6,0,0,0,"4,42359675699312","0,897538251492373",60,"0,805574912891986","9,5040650406504","5,71474451518297",64,"5,5",0,2,"2,14134039343548","9,91504647862547",2338,"98,3081466733034","36,1585365853659","8,90528513376079",317,19,1,3,"2,58614879170995","45,3968809983713",8895,"2060,87680438029",3,"0,0166583706653393",35400,37971,"22,3333333333333",246,161,246,2626
"htmlunit",,"5,73129251700681","74,0156082382573",385,0,0,0,"8,23469955440303","34,1462321752602",5055,"1165,96517176678","1,47656526972925","438,399517382258",44,1,0,1,"18,1608344149777","1,70496611251446","1302,3305679012","2,90690944482268","10,5778715298976","81,7294736614918","187,25","7,20833333333333",0,4,"6,49925803498022","11,4823795677557","9329,68268936972","131,845040538013","0,836876301760531","2,63739592070357","5,25","0,476190476190476",0,0,"1,76830449032512","1,08770888172007","738,124898152788","1,18311061137273","3,17460317460317","9,40880218610779",31,2,0,0,"2,49911744274253","3,90190603778569",2800,"15,2248707277084","2,89115646258503","-0,539879011600186",9,2,0,1,"1,01781534641063","2,82994186605945",2550,"8,00857096527601","5,99886621315192","45,9117116206933",140,2,0,1,"5,64822975360765","10,8989267748007",5291,"118,786604842467","98,9036281179138","30,2067148326317",2110,32,0,4,"4,89561010154419","208,590232609432",87233,"43509,8851400568","22,0736961451247","177,213961629322",739,14,0,4,"10,6814621481592","36,9298228513883",19469,"1363,81181583492","2,17006802721088","188,019619155797",117,1,0,0,"11,6102822279692","5,92982896085673",1914,"35,1628715050152","0,791383219954649","276,553570826599",168,0,0,0,"16,0229688867884","8,3291819444845",698,"69,3752718643265","9,35374149659864","258,070515809487",488,4,0,1,"13,208294544084","22,0322133536072",8250,"485,418425258867","0,53061224489796","471,321650543002",115,0,0,0,"20,2969865778871","4,56851901895427",468,"20,8713660265468","7,72789115646259","297,127830683129",460,3,0,1,"14,365469797747","20,0629173201048",6816,"402,520651393361","29,578231292517","77,5171018039439",1023,11,0,2,"7,16780120851329","65,1190222782513",26088,"4240,48706247538",14,"0,00650543986039366",100760,87233,"14,7857142857143",882,532,871,8250
"httpunit",,"3,60164271047228","53,9201398572265",140,0,0,0,"6,3359991301776","11,3128644757084",1754,"127,980902645744","1,32900586901974","5,47012975483771","4,77777777777778","1,1",0,1,"1,70904466562222","0,641108478654634","647,225858212611","0,41102008140286","5,71004336367788","15,6505324490756","51,4347826086956",4,0,3,"2,91025163517003","5,08034104403553","2780,79111811113","25,8098651237121","0,955162347979581","1,51893467294914",4,"0,8",0,1,"1,14677097513403","0,736264025017952","465,164063466056","0,542084714535636","1,65297741273101","3,76051713222778",13,1,0,0,"1,93077559116054","2,36240843781527",805,"5,58097362706079","1,94661190965092","2,77469694654655",10,1,0,1,"1,78121145327339","2,31678963598095",948,"5,36751421738873","4,81930184804928","17,6430868660949",53,2,0,1,"3,79499694110527","7,38005578433481",2347,"54,4652233798937","73,5770020533881","31,5920190176411",1403,23,0,6,"5,09408719961706","159,485456478109",35832,"25435,6108280308","21,3716632443532","80,775782449096",964,7,0,3,"8,6193448776301","81,5285267673687",10408,"6646,90067685756","1,86858316221766","17,9840931863782",30,1,0,0,"3,78914420850345","3,60771615979899",910,"13,0156158896748","0,628336755646818","68,7141606681586",27,0,0,0,"7,22250984431289","2,11779106558541",306,"4,48503899747341","9,68377823408624","12,7737326402312",108,5,0,2,"3,02922600007045","12,5947684815157",4716,"158,628193102982","0,137577002053388","160,279159163966",14,0,0,0,"11,1365151514825","0,838603509052956",67,"0,703255845395931","6,74332648870636","9,52110118649456",71,3,0,0,"2,83398632743955","10,2088192941613",3284,"104,21999138084","29,5112936344969","27,999416134119",545,11,0,2,"4,61496923327276","54,9269565077451",14372,"3016,97055120372",16,"0,00741078747010758",33503,35832,"23,4375",487,250,468,4716
"hydrogen",,"3,3463687150838","90,1151083950184",110,1,0,0,"8,47031701246987","9,42818066608156",599,"88,8905906722742","2,35953558778999","11,4099927294227","18,8888888888889","1,625",0,1,"2,93257888120018","2,61980590630066","422,356870214409","6,86338298668784","18,4850591903663","6,4683581864551","137,777777777778","10,5",0,0,"2,38920632018445","23,197609363062","3308,82559507557","538,12908016122","0,764791420190214","2,59666001151141",3,"0,666666666666667",0,0,"1,46294550584048","0,658524209746069","136,897664214048","0,433654134821685","2,40782122905028","2,98573506508339",16,1,0,0,"1,84091906696261","3,44395664332753",431,"11,8608373611198","0,815642458100559","0,452636315058572",3,1,0,1,"0,725300706286688","0,73788416434081",146,"0,544473039984935","2,67597765363129","51,2243292969964",39,2,0,2,"5,9784022291543","3,70332882741895",479,"13,7146444039922","148,072625698324","10,1539459234808",1434,66,0,0,"2,9733804240091","236,465524197669",26505,"55915,9441340782","60,3798882681564","7,0742771998442",466,27,0,0,"2,62267699780146","92,2935037215563",10808,"8518,09082920093","5,23463687150838","24,519360543174",72,3,0,0,"4,23346165789767","8,51111145892669",937,"72,4390182662733","0,754189944134078","159,29555799273",89,0,0,0,"12,4832959424562","6,77950660991129",135,"45,9617098738309","7,6145251396648","18,0822904118182",78,4,0,1,"3,72617142007508","10,76051934616",1363,"115,788776599084","1,68156424581006","39,7331435913412",45,0,0,0,"5,90972674970626","5,18903833939423",301,"26,9261188877032","6,66480446927374","18,7670925660602",70,4,0,2,"3,89291791375407","10,0744108669185",1193,"101,493754315486","33,5083798882682","20,1570588857423",441,14,0,0,"3,95059029286693","57,4938559213835",5998,"3305,54346870881",5,"0,0187998242420438",36664,26505,"19,2",179,134,157,1363
"hyperic-hq",,"3,01852958756724","388,738697688952",456,0,0,0,"16,4694615677814","14,5599615955485",10100,"211,992481663848","1,87882283315853","18,5664061290019",19,"1,25",0,1,"3,521109633752","1,62952688300635","6286,54119974842","2,65535786244039","12,0742036169229","20,4852427940006",185,"6,22649572649573",0,3,"3,78711956207187","16,4375241899036","40400,285302224","270,192201493665","1,12337381700757","3,70507918920064",9,"0,818181818181818",0,1,"1,88112930396638","1,11762551082445","3758,80879170733","1,24908678244561","1,83771667662881","36,4368681926268",51,1,0,0,"4,5748685338547","3,25456469851254",6149,"10,592191376804","1,35176329946204","1,30200144206164",7,1,0,1,"0,944996630358564","1,14729480959756",4523,"1,3162853801295","3,16347878063359","124,639342520208",99,2,0,1,"8,44506793113467","4,43749404452725",10585,"19,6913533952148","85,6225343693965","82,2606179070323",3108,35,0,6,"7,00813243262578","165,469064898061",286493,"27380,0114382387","27,4082486551105","13,6259681179072",370,14,0,3,"2,93217897884049","35,8909589788801",91708,"1288,16093642365","3,67423789599522","161,642428430617",183,2,0,0,"9,26900870239788","7,28294112854169",12294,"53,041231481804","0,686491332934846","753,304623867388",176,0,0,0,"23,2388474163781","4,55447444731608",2297,"20,7432374912551","7,96054991034072","45,7349647120744",190,4,0,2,"5,02596072676646","11,3475966597169",26636,"128,767949951619","0,854453078302451","521,670453065744",183,0,0,0,"19,4936265727069","5,43509381134829",2859,"29,5402447381564","6,08158995815899","67,0764010828079",189,3,0,1,"6,10019087881989","9,9370624205046",20349,"98,7452095490048","24,882546323969","34,1692460040752",553,12,0,2,"4,74715525508417","41,2499865134021",83257,"1701,56138735585",128,"0,000902400474609044",301756,286493,"10,546875",3346,2319,3273,26636
